customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST-11374,Male,0,No,No,52,One Year,Bank transfer,Fiber optic,Yes,Yes,No,76.37,4080.94,No
CUST-13456,Male,0,Yes,No,28,Month-To-Month,Electronic check,Fiber optic,Yes,No,Yes,100.17,2682.05,No
CUST-14252,Male,0,No,Yes,33,Month-To-Month,Mailed check,Fiber optic,No,Yes,No,80.9,2757.74,No
CUST-11680,Female,0,Yes,Yes,42,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,62.91,2721.89,Yes
CUST-12209,Male,0,No,Yes,19,Two Year,Electronic check,Fiber optic,No,No,Yes,77.4,919.41,No
CUST-14610,Male,0,Yes,No,11,Two Year,Electronic check,No,No internet service,No internet service,No,46.22,518.67,No
CUST-13798,Male,0,No,No,13,One Year,Mailed check,DSL,Yes,No,No,42.68,535.96,No
CUST-13728,Male,0,Yes,Yes,2,One Year,Credit card,DSL,No,No,Yes,80.39,157.69,No
CUST-10112,Female,0,No,Yes,33,One Year,Mailed check,Fiber optic,No,No,No,76.53,2480.43,Yes
CUST-13706,Male,0,No,No,28,One Year,Electronic check,Fiber optic,No,No,Yes,80.37,2156.67,Yes
CUST-12536,Male,0,No,No,20,Month-To-Month,Credit card,Fiber optic,No,Yes,Yes,74.16,1468.55,Yes
CUST-14455,Male,0,No,No,4,Two Year,Mailed check,DSL,No,Yes,Yes,59.26,227.35,No
CUST-14193,Male,0,No,Yes,11,Month-To-Month,Bank transfer,DSL,No,No,Yes,55.11,580.82,No
CUST-14035,Male,0,No,No,48,Month-To-Month,Electronic check,DSL,No,No,No,50.8,2384.0,No
CUST-10486,Male,0,No,No,14,Month-To-Month,Mailed check,DSL,Yes,No,Yes,61.17,819.17,Yes
CUST-14500,Male,0,No,No,34,Two Year,Electronic check,Fiber optic,No,No,Yes,79.66,2621.76,Yes
CUST-10876,Female,0,Yes,No,42,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,31.58,1291.77,No
CUST-11979,Female,0,Yes,Yes,48,Month-To-Month,Bank transfer,DSL,No,No,Yes,39.96,1851.94,No
CUST-12349,Female,0,No,No,8,Month-To-Month,Electronic check,DSL,Yes,Yes,Yes,68.31,565.86,Yes
CUST-14836,Female,0,Yes,Yes,55,One Year,Credit card,Fiber optic,No,No,Yes,87.68,4626.73,No
CUST-13559,Female,0,No,Yes,9,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,33.28,304.61,No
CUST-10303,Female,1,Yes,Yes,6,One Year,Electronic check,Fiber optic,No,Yes,No,73.65,432.23,Yes
CUST-13952,Female,0,Yes,Yes,2,Two Year,Bank transfer,Fiber optic,No,No,No,61.37,124.0,No
CUST-11094,Female,0,No,No,32,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,103.03,3239.06,Yes
CUST-14573,Male,0,No,No,0,One Year,Credit card,DSL,No,Yes,No,56.5,0.0,Yes
CUST-10811,Male,0,Yes,No,47,One Year,Bank transfer,Fiber optic,Yes,Yes,Yes,97.55,4514.38,No
CUST-10413,Male,1,Yes,Yes,60,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,71.42,4400.02,No
CUST-11176,Male,0,Yes,No,72,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,19.47,919.41,No
CUST-10680,Female,0,Yes,Yes,50,One Year,Mailed check,Fiber optic,No,Yes,Yes,86.47,4483.37,No
CUST-11731,Male,0,Yes,No,4,Month-To-Month,Mailed check,DSL,No,Yes,Yes,44.65,172.74,No
CUST-13884,Female,0,Yes,No,19,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,85.14,1587.2,Yes
CUST-12798,Male,0,Yes,No,46,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,100.23,4380.12,No
CUST-13857,Male,0,No,No,12,Month-To-Month,Electronic check,No,No internet service,No internet service,No,24.52,308.7,No
CUST-14139,Female,0,Yes,No,6,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,18.25,108.75,No
CUST-10281,Female,1,Yes,No,20,Month-To-Month,Mailed check,DSL,No,Yes,No,62.94,1276.75,Yes
CUST-12053,Female,1,No,No,14,Month-To-Month,Credit card,Fiber optic,No,No,No,96.49,1399.99,No
CUST-11912,Female,0,No,No,17,Two Year,Electronic check,Fiber optic,No,No,Yes,88.23,1504.47,Yes
CUST-14734,Male,0,Yes,No,3,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,27.08,77.43,No
CUST-13262,Male,1,No,No,15,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,75.36,1177.3,Yes
CUST-11727,Male,0,No,Yes,16,One Year,Bank transfer,Fiber optic,No,No,No,69.61,1085.01,Yes
CUST-14637,Male,0,No,No,4,One Year,Electronic check,DSL,Yes,No,No,62.0,255.42,No
CUST-13021,Female,0,No,No,35,Month-To-Month,Mailed check,Fiber optic,No,Yes,Yes,68.33,2380.5,No
CUST-14993,Male,0,Yes,Yes,33,Month-To-Month,Mailed check,DSL,No,Yes,Yes,37.35,1290.24,Yes
CUST-11173,Male,0,Yes,Yes,45,Two Year,Electronic check,Fiber optic,No,No,Yes,69.37,3129.66,No
CUST-12063,Female,0,No,No,4,One Year,Credit card,DSL,No,No,No,65.89,259.2,Yes
CUST-10509,Female,0,Yes,Yes,4,Two Year,Electronic check,Fiber optic,No,No,Yes,89.36,361.78,No
CUST-14548,Female,0,No,No,53,One Year,Credit card,DSL,No,No,Yes,61.38,3163.8,No
CUST-12581,Male,0,No,No,16,Two Year,Credit card,Fiber optic,No,Yes,Yes,90.94,1479.12,No
CUST-10904,Male,0,Yes,Yes,1,Month-To-Month,Mailed check,Fiber optic,No,No,No,89.92,86.42,No
CUST-14705,Male,0,Yes,No,1,One Year,Credit card,No,No internet service,No internet service,Yes,18.25,17.52,No
CUST-13260,Female,0,Yes,Yes,11,Two Year,Credit card,Fiber optic,No,No,Yes,95.5,1060.04,No
CUST-10961,Male,0,No,Yes,39,Month-To-Month,Mailed check,DSL,Yes,No,Yes,43.02,1691.31,No
CUST-11891,Female,0,No,No,37,One Year,Electronic check,No,No internet service,No internet service,No,18.25,661.59,No
CUST-11843,Male,0,No,No,37,Month-To-Month,Electronic check,DSL,No,No,Yes,48.51,1736.29,No
CUST-12054,Male,0,No,Yes,64,Month-To-Month,Mailed check,Fiber optic,No,Yes,Yes,79.42,5007.58,No
CUST-13824,Male,0,No,No,28,Two Year,Credit card,No,No internet service,No internet service,No,31.74,893.91,No
CUST-12498,Male,0,Yes,No,14,One Year,Mailed check,No,No internet service,No internet service,Yes,31.19,442.99,No
CUST-10388,Male,0,Yes,No,36,One Year,Electronic check,DSL,Yes,Yes,No,37.36,1303.83,No
CUST-14840,Female,1,No,No,11,One Year,Credit card,Fiber optic,No,No,No,87.21,975.88,Yes
CUST-12245,Female,0,No,No,28,One Year,Credit card,DSL,Yes,No,Yes,56.81,1555.99,No
CUST-11407,Male,0,No,Yes,36,Month-To-Month,Credit card,DSL,No,No,No,36.49,1365.44,No
CUST-10328,Female,0,No,No,10,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,78.87,793.02,No
CUST-10160,Male,0,Yes,Yes,16,Two Year,Electronic check,DSL,No,Yes,Yes,69.86,1146.69,No
CUST-11847,Female,0,No,No,21,Month-To-Month,Bank transfer,DSL,No,Yes,No,55.68,1172.07,No
CUST-10982,Female,0,No,No,51,One Year,Electronic check,Fiber optic,No,No,No,109.06,5491.98,Yes
CUST-13979,Female,0,No,No,7,One Year,Credit card,Fiber optic,Yes,No,No,95.71,652.64,No
CUST-11547,Male,0,No,Yes,12,Month-To-Month,Electronic check,DSL,Yes,Yes,No,60.27,722.17,No
CUST-12370,Female,0,Yes,Yes,29,One Year,Bank transfer,Fiber optic,Yes,No,Yes,87.56,2590.25,Yes
CUST-13566,Male,0,Yes,Yes,24,Two Year,Electronic check,Fiber optic,No,Yes,No,84.56,1928.35,No
CUST-14308,Female,0,Yes,No,3,Month-To-Month,Electronic check,DSL,No,No,Yes,35.94,106.85,Yes
CUST-10810,Male,0,Yes,No,10,Month-To-Month,Electronic check,No,No internet service,No internet service,No,28.75,285.8,No
CUST-11312,Male,0,No,No,6,Month-To-Month,Electronic check,DSL,No,No,No,48.71,287.69,Yes
CUST-10850,Male,0,No,No,7,Month-To-Month,Credit card,Fiber optic,Yes,No,Yes,80.2,556.61,Yes
CUST-11041,Female,0,No,No,72,One Year,Electronic check,Fiber optic,Yes,No,No,78.8,5803.25,No
CUST-10938,Female,1,No,No,14,Month-To-Month,Mailed check,DSL,No,No,No,49.47,670.81,No
CUST-11238,Male,0,Yes,Yes,59,Month-To-Month,Electronic check,Fiber optic,No,Yes,No,103.47,6143.97,No
CUST-14021,Male,0,Yes,No,72,One Year,Mailed check,Fiber optic,No,No,Yes,93.13,6677.35,No
CUST-14693,Female,0,No,No,7,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,78.5,555.37,Yes
CUST-10323,Female,0,No,No,13,One Year,Credit card,Fiber optic,No,No,No,66.54,863.33,Yes
CUST-13076,Male,0,No,No,36,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,18.25,641.86,No
CUST-14124,Female,0,Yes,No,24,Month-To-Month,Credit card,DSL,No,No,Yes,54.13,1236.9,No
CUST-13149,Male,0,No,Yes,28,Month-To-Month,Electronic check,Fiber optic,No,No,No,76.42,2127.89,No
CUST-11065,Male,0,No,No,51,One Year,Credit card,DSL,No,No,Yes,48.73,2469.31,No
CUST-11661,Male,0,No,Yes,14,Two Year,Credit card,No,No internet service,No internet service,Yes,24.88,348.18,No
CUST-10795,Male,0,No,Yes,25,Month-To-Month,Electronic check,DSL,No,No,Yes,48.66,1213.37,No
CUST-14106,Female,0,Yes,No,16,One Year,Mailed check,DSL,No,Yes,Yes,50.22,836.28,Yes
CUST-11303,Female,1,No,No,13,One Year,Bank transfer,DSL,No,Yes,No,41.78,544.26,No
CUST-11506,Female,0,Yes,No,31,One Year,Mailed check,No,No internet service,No internet service,No,18.25,571.33,No
CUST-12107,Male,0,No,No,11,Month-To-Month,Bank transfer,DSL,No,No,Yes,63.7,695.04,Yes
CUST-12964,Female,0,Yes,No,72,One Year,Bank transfer,No,No internet service,No internet service,Yes,21.79,1601.0,No
CUST-14129,Male,0,Yes,Yes,58,Month-To-Month,Bank transfer,DSL,No,Yes,Yes,50.76,2930.54,No
CUST-12998,Female,0,Yes,Yes,22,Two Year,Mailed check,Fiber optic,No,No,Yes,85.83,1979.43,Yes
CUST-10254,Male,1,Yes,No,3,Two Year,Electronic check,No,No internet service,No internet service,Yes,19.3,55.52,No
CUST-13345,Female,0,No,No,67,One Year,Electronic check,DSL,Yes,No,No,50.42,3317.5,No
CUST-11623,Female,1,No,No,72,One Year,Credit card,DSL,No,Yes,No,53.48,3844.91,No
CUST-13830,Female,0,No,Yes,12,Month-To-Month,Bank transfer,DSL,No,No,Yes,46.21,579.38,Yes
CUST-10041,Male,0,Yes,No,36,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,86.01,3135.72,No
CUST-13924,Female,0,No,No,4,Two Year,Mailed check,No,No internet service,No internet service,No,24.88,102.99,No
CUST-12530,Female,0,Yes,No,36,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,27.15,944.8,No
CUST-14754,Female,0,No,No,2,Month-To-Month,Electronic check,No,No internet service,No internet service,No,18.25,35.18,Yes
CUST-12123,Male,0,No,No,39,Two Year,Bank transfer,No,No internet service,No internet service,Yes,25.56,1045.84,No
CUST-13535,Male,0,No,No,5,Two Year,Mailed check,DSL,No,No,Yes,58.9,287.26,No
CUST-12462,Male,0,No,No,28,Month-To-Month,Electronic check,DSL,Yes,Yes,Yes,62.11,1655.57,No
CUST-13347,Male,0,No,No,5,Month-To-Month,Electronic check,No,No internet service,No internet service,No,28.79,137.43,Yes
CUST-11056,Female,0,Yes,Yes,2,Month-To-Month,Mailed check,DSL,No,No,Yes,59.18,116.29,Yes
CUST-13222,Female,0,No,No,72,Month-To-Month,Mailed check,Fiber optic,No,No,No,69.88,5198.29,No
CUST-13255,Female,0,No,No,4,Month-To-Month,Credit card,DSL,No,No,No,73.67,290.96,No
CUST-10719,Female,0,No,No,29,One Year,Mailed check,DSL,No,No,No,41.8,1171.56,No
CUST-13999,Female,0,No,No,56,Two Year,Electronic check,No,No internet service,No internet service,Yes,34.81,1923.83,No
CUST-13928,Male,0,Yes,No,19,Month-To-Month,Credit card,Fiber optic,Yes,Yes,Yes,106.27,2089.66,No
CUST-10718,Female,0,Yes,No,2,Month-To-Month,Electronic check,Fiber optic,No,No,No,111.18,226.67,Yes
CUST-12497,Female,0,No,Yes,8,Two Year,Electronic check,DSL,Yes,No,No,56.93,472.52,No
CUST-12038,Female,0,Yes,No,7,Month-To-Month,Bank transfer,Fiber optic,No,Yes,Yes,92.09,628.69,Yes
CUST-14080,Male,1,Yes,No,63,One Year,Bank transfer,Fiber optic,No,No,Yes,93.89,5781.85,No
CUST-11762,Male,0,No,No,4,Month-To-Month,Electronic check,DSL,No,No,Yes,49.2,196.21,Yes
CUST-14575,Male,0,No,Yes,9,Month-To-Month,Mailed check,DSL,Yes,No,Yes,49.34,460.98,No
CUST-13769,Female,0,Yes,No,18,Two Year,Electronic check,DSL,Yes,No,No,31.48,578.65,No
CUST-12773,Female,0,Yes,No,72,One Year,Credit card,DSL,No,Yes,Yes,59.97,4394.42,No
CUST-12438,Male,0,No,No,10,Month-To-Month,Electronic check,Fiber optic,Yes,No,No,70.48,685.66,No
CUST-11119,Female,0,Yes,Yes,5,Two Year,Credit card,Fiber optic,No,No,No,71.66,355.6,No
CUST-11470,Male,1,Yes,Yes,16,Two Year,Electronic check,DSL,No,Yes,No,56.71,938.46,No
CUST-11281,Male,0,No,Yes,5,Month-To-Month,Credit card,Fiber optic,No,No,No,81.3,415.04,No
CUST-12510,Female,0,No,Yes,12,Two Year,Mailed check,DSL,No,No,No,57.64,702.97,No
CUST-11277,Male,0,Yes,No,36,Month-To-Month,Electronic check,DSL,No,No,Yes,60.9,2257.23,No
CUST-14735,Male,0,No,No,24,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,95.63,2272.7,Yes
CUST-11404,Female,1,No,No,0,Month-To-Month,Mailed check,No,No internet service,No internet service,No,18.25,0.0,No
CUST-12082,Male,0,Yes,No,33,Month-To-Month,Bank transfer,DSL,Yes,Yes,Yes,51.75,1679.6,No
CUST-12814,Female,0,No,Yes,10,One Year,Electronic check,No,No internet service,No internet service,Yes,18.25,190.25,No
CUST-12235,Female,0,No,Yes,16,Month-To-Month,Bank transfer,Fiber optic,Yes,No,Yes,63.59,1015.59,Yes
CUST-11627,Male,1,No,Yes,14,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,87.18,1272.23,Yes
CUST-12399,Female,1,Yes,No,9,Month-To-Month,Credit card,Fiber optic,No,No,No,97.23,911.87,Yes
CUST-11466,Female,0,No,No,0,Month-To-Month,Bank transfer,Fiber optic,No,No,No,56.4,0.0,Yes
CUST-12188,Female,0,Yes,No,43,One Year,Mailed check,Fiber optic,No,No,Yes,85.22,3747.25,No
CUST-14809,Female,0,No,Yes,25,Two Year,Bank transfer,DSL,No,No,Yes,57.85,1461.94,No
CUST-11871,Male,0,Yes,No,32,Month-To-Month,Electronic check,DSL,Yes,Yes,Yes,60.57,1936.71,No
CUST-12903,Female,0,Yes,Yes,29,One Year,Electronic check,Fiber optic,No,Yes,No,82.4,2498.11,No
CUST-10175,Female,0,No,No,20,Month-To-Month,Electronic check,No,No internet service,No internet service,No,30.86,624.45,No
CUST-14849,Female,1,Yes,Yes,34,Month-To-Month,Electronic check,DSL,Yes,No,Yes,31.22,1099.78,No
CUST-10495,Male,1,Yes,No,23,Month-To-Month,Electronic check,DSL,Yes,No,Yes,52.21,1208.93,No
CUST-14390,Female,0,No,No,72,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,25.13,1738.82,No
CUST-14542,Female,0,No,Yes,30,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,33.51,1020.83,No
CUST-13518,Female,0,Yes,No,3,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,37.91,109.49,No
CUST-10318,Male,0,No,No,45,Month-To-Month,Bank transfer,No,No internet service,No internet service,Yes,35.63,1637.03,No
CUST-13667,Female,1,Yes,No,5,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,79.82,416.74,Yes
CUST-10992,Female,1,Yes,Yes,17,Two Year,Bank transfer,Fiber optic,No,No,Yes,85.45,1421.21,No
CUST-12664,Female,0,No,Yes,10,One Year,Bank transfer,DSL,No,No,No,52.57,523.07,No
CUST-13250,Male,0,Yes,No,54,Two Year,Electronic check,DSL,Yes,No,Yes,58.79,3280.81,No
CUST-10008,Male,1,No,Yes,4,Month-To-Month,Mailed check,DSL,Yes,No,No,65.6,259.85,No
CUST-10071,Female,1,No,No,72,Two Year,Electronic check,No,No internet service,No internet service,Yes,19.69,1456.21,No
CUST-13117,Female,0,No,No,72,Month-To-Month,Electronic check,Fiber optic,No,No,No,83.74,6139.65,Yes
CUST-10637,Male,0,No,Yes,51,Two Year,Electronic check,DSL,No,No,Yes,60.6,3106.25,No
CUST-11461,Male,0,No,No,3,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,86.34,251.97,Yes
CUST-14567,Male,0,No,No,46,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,46.67,2041.42,No
CUST-11546,Female,0,Yes,Yes,5,Month-To-Month,Mailed check,DSL,No,No,Yes,54.03,264.94,Yes
CUST-13290,Male,0,No,No,1,Two Year,Electronic check,DSL,No,Yes,Yes,37.99,39.65,Yes
CUST-10228,Male,0,No,No,18,Month-To-Month,Electronic check,Fiber optic,No,No,No,77.74,1441.16,No
CUST-12945,Female,0,No,No,27,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,27.46,770.71,No
CUST-10801,Female,1,Yes,Yes,4,Month-To-Month,Credit card,Fiber optic,No,No,Yes,101.74,416.69,Yes
CUST-14571,Female,0,Yes,No,47,Month-To-Month,Electronic check,DSL,No,No,No,56.4,2728.09,No
CUST-12562,Female,0,No,Yes,32,One Year,Bank transfer,DSL,Yes,Yes,No,51.7,1709.67,No
CUST-11541,Male,0,Yes,Yes,9,Month-To-Month,Bank transfer,DSL,No,Yes,No,38.11,349.31,No
CUST-10140,Female,0,Yes,No,7,Month-To-Month,Mailed check,DSL,Yes,No,No,51.26,341.91,No
CUST-14827,Female,0,Yes,Yes,16,Two Year,Electronic check,DSL,Yes,No,Yes,53.17,813.81,No
CUST-13062,Female,0,Yes,No,18,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,18.25,312.78,No
CUST-13184,Female,0,Yes,No,7,Month-To-Month,Electronic check,DSL,No,No,No,70.97,500.44,Yes
CUST-13633,Female,0,No,Yes,25,Month-To-Month,Credit card,No,No internet service,No internet service,Yes,39.84,975.95,Yes
CUST-11522,Male,0,No,No,21,Two Year,Electronic check,Fiber optic,No,No,No,106.86,2286.72,No
CUST-10536,Female,0,Yes,No,15,One Year,Bank transfer,Fiber optic,No,Yes,Yes,70.5,1086.3,No
CUST-10409,Female,0,No,No,14,Month-To-Month,Credit card,DSL,Yes,No,Yes,61.74,905.83,No
CUST-13739,Female,1,Yes,No,12,Two Year,Bank transfer,Fiber optic,No,No,Yes,69.22,792.15,Yes
CUST-12003,Female,0,No,No,11,Two Year,Bank transfer,DSL,No,No,No,62.75,690.67,No
CUST-14358,Male,1,No,No,17,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,110.16,1959.44,No
CUST-14531,Female,0,Yes,No,21,Month-To-Month,Credit card,DSL,Yes,Yes,No,46.29,989.3,No
CUST-14659,Female,0,Yes,Yes,28,Month-To-Month,Bank transfer,Fiber optic,No,Yes,No,76.95,2070.67,No
CUST-12678,Male,0,No,No,9,Month-To-Month,Mailed check,Fiber optic,Yes,No,No,91.23,837.76,No
CUST-13163,Male,0,Yes,No,8,Month-To-Month,Credit card,DSL,Yes,No,Yes,54.74,457.08,No
CUST-11530,Female,0,Yes,No,64,Two Year,Bank transfer,Fiber optic,Yes,No,No,118.75,7391.92,No
CUST-14781,Female,0,No,No,12,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,18.97,235.98,Yes
CUST-11879,Male,0,Yes,Yes,31,One Year,Credit card,Fiber optic,No,Yes,No,62.56,1852.22,No
CUST-13468,Male,1,No,No,23,Month-To-Month,Electronic check,No,No internet service,No internet service,No,27.46,615.97,No
CUST-13834,Male,0,Yes,No,16,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,78.02,1236.79,Yes
CUST-11134,Male,0,Yes,No,8,Two Year,Electronic check,Fiber optic,No,No,No,73.67,581.38,Yes
CUST-10835,Female,0,Yes,No,72,Two Year,Bank transfer,Fiber optic,No,No,Yes,78.88,5705.28,No
CUST-10563,Male,0,Yes,No,72,One Year,Electronic check,Fiber optic,Yes,Yes,Yes,88.5,6581.6,No
CUST-14161,Female,0,No,Yes,10,Month-To-Month,Mailed check,DSL,No,No,Yes,90.65,901.04,No
CUST-12639,Female,1,No,No,9,Two Year,Mailed check,DSL,No,No,No,41.88,368.7,No
CUST-12629,Male,1,No,No,26,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,78.5,1988.97,Yes
CUST-12393,Male,0,No,No,2,One Year,Bank transfer,DSL,No,No,No,67.81,132.93,No
CUST-14532,Female,0,No,No,27,Month-To-Month,Bank transfer,No,No internet service,No internet service,Yes,32.51,851.84,No
CUST-14102,Male,0,No,No,31,Two Year,Electronic check,Fiber optic,Yes,No,No,85.52,2652.16,No
CUST-14636,Female,1,No,No,5,One Year,Mailed check,DSL,No,No,No,68.23,357.87,No
CUST-13658,Female,0,No,Yes,72,Two Year,Bank transfer,DSL,Yes,Yes,No,72.32,5078.58,No
CUST-13169,Female,0,Yes,Yes,11,Month-To-Month,Electronic check,DSL,No,No,No,53.22,613.78,Yes
CUST-14517,Female,0,No,Yes,13,Two Year,Mailed check,No,No internet service,No internet service,Yes,23.77,318.07,No
CUST-12767,Male,0,Yes,No,10,Month-To-Month,Mailed check,DSL,No,No,No,28.67,294.64,No
CUST-10441,Female,0,No,No,11,One Year,Bank transfer,DSL,No,No,Yes,58.33,631.86,Yes
CUST-10264,Male,0,No,No,4,Two Year,Bank transfer,Fiber optic,No,Yes,Yes,102.96,402.78,No
CUST-12360,Female,0,No,Yes,31,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,23.55,754.69,No
CUST-14066,Male,0,Yes,No,22,One Year,Electronic check,Fiber optic,No,No,No,95.38,2049.16,Yes
CUST-12995,Male,0,Yes,No,72,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,28.56,2112.55,No
CUST-14825,Female,0,No,No,19,Month-To-Month,Bank transfer,No,No internet service,No internet service,No,30.82,594.1,No
CUST-10062,Male,0,Yes,No,19,Two Year,Bank transfer,No,No internet service,No internet service,Yes,20.07,399.02,No
CUST-12402,Male,0,Yes,Yes,3,Month-To-Month,Bank transfer,DSL,Yes,Yes,No,53.0,156.56,No
CUST-12075,Male,0,Yes,No,5,Two Year,Bank transfer,No,No internet service,No internet service,No,21.0,99.87,No
CUST-10870,Male,0,Yes,No,25,Month-To-Month,Electronic check,DSL,Yes,No,Yes,45.05,1101.58,Yes
CUST-13406,Female,0,Yes,No,36,Two Year,Electronic check,Fiber optic,No,No,Yes,98.34,3580.45,No
CUST-10716,Male,0,No,No,22,One Year,Electronic check,Fiber optic,No,Yes,Yes,96.14,2200.09,No
CUST-10724,Male,0,Yes,No,4,Month-To-Month,Electronic check,DSL,No,Yes,Yes,74.85,309.98,Yes
CUST-13749,Female,0,No,Yes,4,Month-To-Month,Electronic check,Fiber optic,No,No,No,76.03,311.69,No
CUST-14300,Female,0,Yes,No,21,One Year,Mailed check,Fiber optic,No,No,Yes,80.53,1713.61,No
CUST-13371,Male,0,No,Yes,19,Month-To-Month,Mailed check,Fiber optic,No,No,Yes,75.5,1474.74,No
CUST-14227,Female,0,No,Yes,57,One Year,Electronic check,DSL,Yes,No,Yes,70.4,3812.99,No
CUST-14649,Female,0,Yes,Yes,14,One Year,Bank transfer,DSL,No,Yes,Yes,44.81,619.99,No
CUST-13607,Female,0,No,No,17,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,71.76,1199.63,Yes
CUST-11259,Male,0,No,No,25,Month-To-Month,Mailed check,No,No internet service,No internet service,Yes,41.31,1014.4,No
CUST-11569,Female,1,Yes,Yes,3,Month-To-Month,Credit card,DSL,Yes,No,Yes,41.23,118.9,No
CUST-10908,Male,0,No,Yes,10,Month-To-Month,Electronic check,No,No internet service,No internet service,No,18.51,189.26,No
CUST-13849,Male,0,No,Yes,19,Month-To-Month,Bank transfer,DSL,No,No,Yes,59.33,1164.25,No
CUST-11964,Male,0,No,No,45,Month-To-Month,Electronic check,DSL,No,Yes,Yes,39.49,1692.82,Yes
CUST-14025,Male,1,No,No,2,One Year,Credit card,DSL,No,No,Yes,49.75,101.87,No
CUST-12821,Male,0,Yes,No,16,Month-To-Month,Credit card,Fiber optic,Yes,No,No,75.32,1243.68,No
CUST-10749,Female,0,No,No,5,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,69.13,334.44,Yes
CUST-10314,Male,0,Yes,Yes,22,Month-To-Month,Mailed check,No,No internet service,No internet service,No,26.92,617.76,No
CUST-10625,Female,0,Yes,Yes,4,Month-To-Month,Mailed check,DSL,No,No,Yes,47.61,199.73,Yes
CUST-13657,Female,0,Yes,Yes,28,Month-To-Month,Electronic check,DSL,No,No,Yes,79.48,2257.35,Yes
CUST-13272,Female,0,Yes,Yes,22,Month-To-Month,Mailed check,Fiber optic,No,Yes,No,64.0,1413.22,No
CUST-13040,Male,0,Yes,No,24,One Year,Credit card,Fiber optic,No,No,Yes,73.36,1817.08,No
CUST-13560,Female,0,No,No,13,Month-To-Month,Mailed check,DSL,Yes,No,No,53.92,726.11,No
CUST-14510,Male,0,No,No,72,Month-To-Month,Electronic check,No,No internet service,No internet service,Yes,30.1,2196.33,No
CUST-11976,Male,0,No,No,3,One Year,Credit card,DSL,Yes,Yes,No,57.14,177.41,No
CUST-12334,Male,0,Yes,No,9,One Year,Mailed check,Fiber optic,No,No,No,96.09,855.67,Yes
CUST-13000,Female,0,Yes,No,13,One Year,Credit card,Fiber optic,No,No,No,95.4,1270.22,Yes
CUST-10134,Male,0,No,No,14,Month-To-Month,Mailed check,Fiber optic,Yes,No,Yes,97.57,1398.35,No
CUST-14482,Female,1,No,No,21,Month-To-Month,Credit card,Fiber optic,Yes,No,Yes,88.48,1781.22,Yes
CUST-12973,Male,0,Yes,Yes,1,Month-To-Month,Electronic check,Fiber optic,Yes,No,Yes,84.37,81.98,Yes
CUST-10243,Male,0,Yes,Yes,44,One Year,Credit card,Fiber optic,No,No,Yes,71.92,3114.25,Yes
CUST-14739,Female,0,No,No,4,Month-To-Month,Bank transfer,Fiber optic,No,No,Yes,80.99,332.03,Yes
CUST-13445,Female,0,No,No,7,Two Year,Bank transfer,Fiber optic,No,No,Yes,86.13,591.53,Yes
CUST-11050,Female,0,No,No,51,Two Year,Credit card,Fiber optic,Yes,Yes,Yes,84.76,4465.23,No
CUST-11948,Female,0,Yes,No,5,Month-To-Month,Electronic check,Fiber optic,No,No,Yes,100.68,515.71,No
CUST-13609,Female,1,No,Yes,18,One Year,Credit card,DSL,No,Yes,Yes,54.11,1020.14,Yes
CUST-11886,Female,1,No,No,14,One Year,Electronic check,Fiber optic,Yes,No,Yes,62.11,882.14,Yes
CUST-11142,Female,0,Yes,No,16,Month-To-Month,Credit card,Fiber optic,No,Yes,No,98.54,1623.5,No
